INCI name,Hair penalty,Body penalty,Face penalty,Oral cavity penalty,Makeup penalty,Babies penalty,Classification,Functions,Origin
TRIS-BIPHENYL TRIAZINE,Medium,Medium,Medium,Medium,Medium,Medium,"['UV chemical filter', 'Regulated']","['Stabilising: Improves ingredients or stability of the formula and shelf life', 'Uv absorber: Protects the cosmetic product from UV-light effects', 'Uv filter: Filters certain UV rays to protect the skin or hair from the harmful effects of these rays']",[]
TRIS-HEA IPDI ISOCYANURATE TRIMER,Medium,Medium,Medium,Medium,Medium,Medium,[],"['Film forming: Produces a continuous film on skin, hair or nails']",[]
TRISODIUM EDTA,Medium,Medium,Medium,Medium,Medium,Medium,['EDTA'],['Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],['Synthetic']
TRISODIUM ETHYLENEDIAMINE DISUCCINATE,None,None,None,None,None,None,[],['Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],['Synthetic']
TRISODIUM HEDTA,Medium,Medium,Medium,Medium,Medium,Medium,['EDTA'],['Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],['Synthetic']
TRISODIUM PHOSPHATE,Low,Low,Low,Low,Low,Low,[],"['pH regulator: Stabilises the pH of cosmetics', 'Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products']",['Synthetic']
TRITICUM VULGARE BRAN EXTRACT,Low,Low,Low,Low,Low,Low,['Gluten'],"['Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",['Vegetal']
TRITICUM VULGARE GERM EXTRACT,Low,Low,Low,Low,Low,Low,['Gluten'],"['Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",['Vegetal']
TRITICUM VULGARE GERM OIL,Low,Low,Low,Low,Low,Low,"['Gluten', 'Vegetable oil']","['Emollient: Softens and smoothes the skin', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
TRITICUM VULGARE SEED EXTRACT,Low,Low,Low,Low,Low,Low,['Gluten'],"['pH regulator: Stabilises the pH of cosmetics', 'Detangling: Reduces or eliminates hair interlacing due to alteration or damage to the hair surface and, therefore, helps combing', 'Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",['Vegetal']
TROMETHAMINE,Low,Low,Low,Low,Low,Low,['Regulated'],"['pH regulator: Stabilises the pH of cosmetics', 'Masking: Reduces or inhibits the odor or basic taste of the product']",['Synthetic']
TUBER MAGNATUM EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
TURPENTINE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
UBIQUINONE,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
ULTRAMARINES,Low,Low,Low,Low,Low,Low,"['Regulated', 'Hair dye']",['Hair dyeing: Colors the hair'],['Mineral']
UNDARIA PINNATIFIDA EXTRACT,None,None,None,None,None,None,[],"['Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",[]
UNDECYLENAMIDOPROPYL BETAINE,None,None,None,None,None,None,"['Quaternary ammonium cation', 'Amphoteric surfactant']","['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Cleansing: Helps to keep a clean surface', 'Foam boosting: Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
UNDECYLENIC ACID,Low,Low,Low,Low,Low,Low,"['Regulated', 'Preservative']","['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Preservative: Inhibits the development of microorganisms in cosmetic products', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",[]
UREA,None,None,None,None,None,None,[],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'pH regulator: Stabilises the pH of cosmetics', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning: Maintains skin in good condition']",['Synthetic']
URTICA DIOICA EXTRACT,None,None,None,None,None,None,[],"['Anti dandruff: Helps fight against dandruff', 'Astringent: Helps tighten skin pores', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition', 'Soothing: Helps to reduce the skin or scalp discomfort', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
URTICA DIOICA LEAF EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
VA/CROTONATES/VINYL NEODECANOATE COPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],"['Antistatic: Reduces static electricity by neutralizing electrical charge on a surface', 'Film forming: Produces a continuous film on skin, hair or nails', 'Hair fixing: Allows hair style control']",['Synthetic']
VACCINIUM ANGUSTIFOLIUM FRUIT EXTRACT,None,None,None,None,None,None,[],"['Skin protecting: Helps to avoid the harmful effects of external factors on the skin', 'Soothing: Helps to reduce the skin or scalp discomfort']",['Vegetal']
VACCINIUM CORYMBOSUM SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Emollient: Softens and smoothes the skin']",[]
VACCINIUM MACROCARPON FRUIT EXTRACT,None,None,None,None,None,None,[],['Astringent: Helps tighten skin pores'],['Vegetal']
VACCINIUM MACROCARPON SEED OIL,None,None,None,None,None,None,['Vegetable oil'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
VACCINIUM MACROCARPON SEED POWDER,None,None,None,None,None,None,[],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine']",['Vegetal']
VACCINIUM MYRTILLUS FRUIT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning - miscellaneous: Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness'],['Vegetal']
VACCINIUM MYRTILLUS FRUIT/LEAF EXTRACT,None,None,None,None,None,None,[],"['Astringent: Helps tighten skin pores', 'Refreshing: Provides a pleasant freshness to the skin', 'Skin conditioning: Maintains skin in good condition', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
VACCINIUM MYRTILLUS LEAF EXTRACT,None,None,None,None,None,None,[],"['Astringent: Helps tighten skin pores', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Maintenance agent for nails: Improves the nails’ aesthetic characteristics', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
VACCINIUM MYRTILLUS SEED OIL,None,None,None,None,None,None,['Vegetable oil'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
VACCINIUM VITIS-IDAEA FRUIT EXTRACT,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity']",['Vegetal']
VACCINIUM VITIS-IDAEA SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin']",['Vegetal']
VACCINIUM VULCANORUM FRUIT EXTRACT,None,None,None,None,None,None,[],[],['Vegetal']
VANILLA PLANIFOLIA FRUIT,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin', 'Smoothing: Reduces roughness or irregularities to make the skin uniform']",['Vegetal']
VANILLA PLANIFOLIA FRUIT EXTRACT,None,None,None,None,None,None,[],"['Skin conditioning: Maintains skin in good condition', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin', 'Smoothing: Reduces roughness or irregularities to make the skin uniform']",['Vegetal']
VANILLA PLANIFOLIA FRUIT OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
VANILLIN,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",['Masking: Reduces or inhibits the odor or basic taste of the product'],"['Vegetal', 'Synthetic']"
VERBENA OFFICINALIS LEAF EXTRACT,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
VETIVERIA ZIZANOIDES EXTRACT,None,None,None,None,None,None,[],[],['Vegetal']
VETIVERIA ZIZANOIDES ROOT OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Tonic: Produces a feeling of well-being on skin and hair', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
VIOLA TRICOLOR EXTRACT,None,None,None,None,None,None,[],"['Emollient: Softens and smoothes the skin', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin', 'Soothing: Helps to reduce the skin or scalp discomfort']",['Vegetal']
VIPER VENOM,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Animal']
VITIS VINIFERA FRUIT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
VITIS VINIFERA FRUIT WATER,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
VITIS VINIFERA JUICE,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
VITIS VINIFERA LEAF EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
VITIS VINIFERA OIL,None,None,None,None,None,None,['Vegetable oil'],[],['Vegetal']
VITIS VINIFERA SEED EXTRACT,None,None,None,None,None,None,[],"['Anti dandruff: Helps fight against dandruff', 'Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Oral care/hygiene agent: Provides cosmetic effects to the oral cavity (cleaning, deodorization and protection)', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin', 'Uv absorber: Protects the cosmetic product from UV-light effects']",['Vegetal']
VITIS VINIFERA SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
VITIS VINIFERA VINE EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
VP/POLYCARBAMYL POLYGLYCOL ESTER,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],"['Film forming: Produces a continuous film on skin, hair or nails']",['Synthetic']
VP/VA COPOLYMER,Medium,Medium,Medium,Medium,Medium,Medium,['Synthetic polymer'],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Film forming: Produces a continuous film on skin, hair or nails', 'Hair fixing: Allows hair style control']",['Synthetic']
WINE EXTRACT,None,None,None,None,None,None,[],"['Antioxidant: Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity']",[]
WITHANIA SOMNIFERA ROOT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
XANTHAN GUM,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)']","['Vegetal', 'Synthetic']"
XIMENIA AMERICANA SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emollient: Softens and smoothes the skin', 'Masking: Reduces or inhibits the odor or basic taste of the product']",['Vegetal']
XYLITOL,None,None,None,None,None,None,[],"['Anti dandruff: Helps fight against dandruff', 'Deodorant: Reduces or masks unpleasant body odors', 'Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Flavouring agent: Gives an aroma to the cosmetic product']","['Vegetal', 'Synthetic']"
XYLITYLGLUCOSIDE,None,None,None,None,None,None,[],"['Humectant: Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning: Maintains skin in good condition']","['Vegetal', 'Synthetic']"
YOGURT POWDER,None,None,None,None,None,None,[],"['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine']",[]
ZANTHOXYLUM BUNGEANUM FRUIT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],[]
ZEA MAYS GERM OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
ZEA MAYS KERNEL EXTRACT,None,None,None,None,None,None,[],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Bulking: Reduces apparent cosmetics density']",['Vegetal']
ZEA MAYS OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
ZEA MAYS SILK EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
ZEA MAYS STARCH,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine', 'Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Skin protecting: Helps to avoid the harmful effects of external factors on the skin', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Vegetal']
